date,precipitation,temp_max,temp_min,wind,weather
2015-02-02,3.4,8.9,1.5,2.6,rain
2015-02-03,0.4,9.3,5.4,0.6,drizzle
2015-02-04,17.6,8.7,3.4,7.9,rain
2015-02-05,8.4,6.3,-1.2,3.5,rain
2015-02-06,0,6.7,-0.8,4.4,sun
2015-02-07,0,8.8,2.5,3.3,sun
2015-02-08,7.6,10.4,5.4,8.2,rain
2015-02-09,7.3,6.9,-0.4,1.8,rain
2015-02-10,4.6,7.8,2.9,5.4,rain
2015-02-11,8.9,8.6,2.5,4.1,rain
2015-02-12,14.7,10.5,6.8,8.3,rain
2015-02-13,16.4,6.9,2,6.3,rain
2015-02-14,6.5,6.4,-1.8,2.7,rain
2015-02-15,12.3,11.1,4.1,2.7,rain
2015-02-16,1.7,11.5,6.1,4.2,drizzle
2015-02-17,0,10.7,4.4,3,fog
2015-02-18,14.7,10.7,3.9,7.7,rain
2015-02-19,0,7.9,0,0.9,fog
2015-02-20,0,12,3.5,7.7,sun
2015-02-21,11.7,8.2,4.5,5.7,rain
2015-02-22,0,11.6,6.7,3.1,fog
2015-02-23,0,9.2,2.3,4.6,sun
2015-02-24,7.2,12.6,4.4,8.2,rain
2015-02-25,10.3,9.5,2.1,5.3,rain
2015-02-26,21.1,9.2,1.6,1.6,rain
2015-02-27,4.2,13.8,8.9,6.7,rain
2015-02-28,8.5,10.2,2.6,3.8,rain
2015-03-01,5.3,9,1.6,6,rain
2015-03-02,12.2,13.4,7.2,3.6,rain
2015-03-03,0,10.1,5.4,8.3,fog
2015-03-04,0.9,8.4,2.6,2.4,drizzle
2015-03-05,10.8,9,4.6,4.8,rain
2015-03-06,3,9.2,2.6,2.5,rain
2015-03-07,7,9.4,3.2,4.2,rain
2015-03-08,18.8,14.3,7.5,5.4,rain
2015-03-09,4.6,14,9.7,3.9,rain
2015-03-10,4.8,10.3,2.6,3.5,rain
2015-03-11,0,13.4,7.1,2.6,fog
2015-03-12,20.3,12,4.1,8.3,rain
2015-03-13,22,12.9,7.5,3.2,rain
2015-03-14,2.2,14.2,6.6,3,drizzle
2015-03-15,0,10.7,4.5,7.8,sun
2015-03-16,11.7,10.5,5.7,2.9,rain
2015-03-17,18.2,13.9,10.2,3.2,rain
2015-03-18,0,10.3,3.3,2.1,fog
2015-03-19,11.2,15.5,9,8,rain
2015-03-20,11.6,16.3,12.2,1.1,rain
2015-03-21,0,14.3,9.6,1,fog
2015-03-22,20.7,12.7,7.2,4.2,rain
2015-03-23,3,16.9,9,6,rain
2015-03-24,5,12.8,8.8,7.3,rain
2015-03-25,1.6,14.5,8.1,6.3,drizzle
2015-03-26,0,13.6,7.8,3.8,fog
2015-03-27,0,12.2,5.6,2.3,fog
2015-03-28,20.6,17,11.6,3.1,rain
2015-03-29,0.2,16.6,12.3,7.4,drizzle
2015-03-30,0,13.1,6.6,6.6,sun
2015-03-31,2.9,13.1,5.1,3.6,rain
2015-04-01,0,14.2,7.8,2.1,sun
2015-04-02,7.5,16.9,12.6,6.4,rain
2015-04-03,0.7,17.8,13.1,6,drizzle
2015-04-04,0,15.8,11.7,3.6,sun
2015-04-05,21.5,14.4,7.9,3.4,rain
2015-04-06,0,13.4,9.4,2.2,fog
2015-04-07,16.4,16.9,11.1,6.7,rain
2015-04-08,0,17.8,14,4.3,fog
2015-04-09,0,16.4,11.9,2.2,fog
2015-04-10,13.9,17.6,14.1,3.6,rain
2015-04-11,0,16.8,10.5,0.8,fog
2015-04-12,0,16.3,12.6,4.8,sun
2015-04-13,0,15.6,11.8,8.4,sun
2015-04-14,12.8,16.6,11,3,rain
2015-04-15,8.5,15.1,7.2,8.2,rain
2015-04-16,13.4,19.9,14.1,6,rain
2015-04-17,21.9,15.1,6.8,4.3,rain
2015-04-18,0,20.2,12.9,6.2,fog
2015-04-19,0,15.5,9.5,8.2,sun
2015-04-20,21,17.3,12.1,1.7,rain
2015-04-21,7.7,16.1,8.1,6.1,rain
2015-04-22,19.1,18.7,12.3,3.9,rain
2015-04-23,0,19.8,14.7,0.6,sun
2015-04-24,0,21.5,14.1,1.2,sun
2015-04-25,0,15.9,9.2,1.6,fog
2015-04-26,0,17.1,9.6,8,sun
2015-04-27,0,20.6,15.4,2.7,sun
2015-04-28,14.6,22.1,14.5,1.1,rain
2015-04-29,0,17.9,10.4,5.9,sun
2015-04-30,19.6,22,15.1,3.4,rain
2015-05-01,0,21.7,17.9,6.8,sun
2015-05-02,0,17.1,10.2,4.6,sun
2015-05-03,0,22.6,17.4,3.7,fog
2015-05-04,11.3,20.5,14.9,5.9,rain
2015-05-05,14.1,17.2,9.6,7.1,rain
2015-05-06,13.9,22.2,17.4,0.8,rain
2015-05-07,0,20.8,14,8.1,sun
2015-05-08,0,19.5,13,0.5,fog
2015-05-09,5.6,19.6,11.6,2.5,rain
2015-05-10,0,19.4,15,6.3,fog
2015-05-11,3.8,21,13.3,8.4,rain
2015-05-12,0,21.2,14.3,3.1,fog
2015-05-13,8.1,22.9,19.4,1,rain
2015-05-14,19.4,20,12,7.2,rain
2015-05-15,0,20.3,14.8,8,sun
2015-05-16,0,18.5,13.5,7.8,sun
2015-05-17,10.8,23.9,17.5,1.2,rain
2015-05-18,0,21.4,14.6,1.3,fog
2015-05-19,0,19.5,14.6,2.1,sun
2015-05-20,2.1,19.6,14.5,3.3,drizzle
2015-05-21,5.9,20.6,13.7,2.9,rain
2015-05-22,0,24.3,19.5,0.8,sun
2015-05-23,2.8,20.5,12.7,3.2,rain
2015-05-24,0,22.6,16,8,sun
2015-05-25,21.2,23.7,16.6,2.6,rain
2015-05-26,0,22.8,19.3,6.8,sun
2015-05-27,12.3,24.2,17.3,1.3,rain
2015-05-28,2.8,21.9,17.4,6.8,rain
2015-05-29,0.8,22,17.5,7.6,drizzle
2015-05-30,1.3,19.8,15.4,2.2,drizzle
2015-05-31,17.5,24,17.7,2.1,rain
2015-06-01,0,20.3,16.6,8.5,sun
2015-06-02,9.4,23.9,19.4,2.5,rain
2015-06-03,14.9,22.8,18.9,5,rain
2015-06-04,0,23,16,1.4,sun
2015-06-05,0,23.3,15.9,5.9,fog
2015-06-06,12.6,22.4,18.2,2.1,rain
2015-06-07,0,23,18.2,6.7,sun
2015-06-08,0,24.2,16.7,4.4,fog
2015-06-09,10.2,21.3,16.5,6.5,rain
2015-06-10,0,22.2,17,2,sun
2015-06-11,0,23.1,16.5,1.9,fog
2015-06-12,1.6,25.2,20,7.5,drizzle
2015-06-13,0,23.5,18.4,5.8,sun
2015-06-14,4.2,26,21.3,3.2,rain
2015-06-15,0,22.9,16.6,3.2,sun
2015-06-16,0,23.3,16.9,6.8,fog
2015-06-17,0,21.8,15.5,5,sun
2015-06-18,0,26.2,21,6.6,fog
2015-06-19,13.5,21.7,16.9,2.1,rain
2015-06-20,0,24.7,17.4,4,fog
2015-06-21,8.6,22.3,14.5,5.2,rain
2015-06-22,19.6,22,17.9,6.4,rain
2015-06-23,0,25.2,18.2,6.2,sun
2015-06-24,0,22.3,15,4.3,fog
2015-06-25,15.8,24.2,16.1,2.7,rain
2015-06-26,0,21.4,15,0.6,sun
2015-06-27,0,22.8,18.8,5.5,sun
2015-06-28,0,25.6,21.4,6.8,fog
2015-06-29,2.3,23.8,20,1.9,drizzle
2015-06-30,0,26.1,20.5,5.2,fog
2015-07-01,0,24,20.1,3.3,sun
2015-07-02,0,24.4,19.9,1,sun
2015-07-03,20.8,26.4,22.6,2.7,rain
2015-07-04,8.2,23,17.9,6.7,rain
2015-07-05,0,25.2,20.2,6.7,fog
2015-07-06,0,21.1,14.5,5.5,sun
2015-07-07,0,21.1,13.3,6.9,fog
2015-07-08,3.3,24.5,17.8,0.6,rain
2015-07-09,0,23,16.2,4.5,sun
2015-07-10,20.7,22.9,14.9,7.9,rain
2015-07-11,0,24.3,19.7,4.2,fog
2015-07-12,0,23,14.8,1.8,fog
2015-07-13,5.9,26.5,21.6,0.6,rain
2015-07-14,9.3,22.9,17.9,4.6,rain
2015-07-15,11.4,24.7,16.6,2.6,rain
2015-07-16,11.6,24.3,19,1.2,rain
2015-07-17,21.4,25.2,17.4,6.5,rain
2015-07-18,3.3,21,15.5,3.7,rain
2015-07-19,0,20.7,13.3,3.4,sun
2015-07-20,7.3,21.8,14.3,5.8,rain
2015-07-21,0,24.9,21.2,7.3,fog
2015-07-22,0,26,21,3,fog
2015-07-23,0,24.7,16.7,5.9,fog
2015-07-24,13.9,26.2,21.6,5.8,rain
2015-07-25,4.8,25.8,17.8,2.9,rain
2015-07-26,0,22.3,18.6,0.9,sun
2015-07-27,17.7,21.7,14.8,2.4,rain
2015-07-28,21.9,21.5,14.3,1.4,rain
2015-07-29,0,23.9,16.2,6,sun
2015-07-30,0,23.3,15.6,8.1,sun
2015-07-31,0,25.2,19,3.6,fog
2015-08-01,0,24.3,19.3,0.6,sun
2015-08-02,0,25.8,20.7,5.9,fog
2015-08-03,0,25.2,20.2,3.3,sun
2015-08-04,0,22.4,15.8,3.5,fog
2015-08-05,0,24.7,16.4,5,sun
2015-08-06,5.5,22.7,18.1,1.4,rain
2015-08-07,0,22.9,17.1,3.9,fog
2015-08-08,0,19.8,13.6,8.4,fog
2015-08-09,18.5,24.3,19.9,3,rain
2015-08-10,19.9,20,11.8,1.2,rain
2015-08-11,0,23.2,17.5,6,fog
2015-08-12,0,22.5,18,2.7,fog
2015-08-13,0,19.7,13.1,7.3,fog
2015-08-14,18.8,22,16.9,6.4,rain
2015-08-15,18.2,23.8,18.9,2.7,rain
2015-08-16,3,20.4,15.6,3.3,rain
2015-08-17,0,23.3,17.6,7.6,sun
2015-08-18,2.2,23.8,19.9,2.7,drizzle
2015-08-19,0,20.1,12.3,5.4,fog
2015-08-20,7.5,18.3,11.5,0.9,rain
2015-08-21,8.3,19.5,11.4,0.5,rain
2015-08-22,0,20.9,15,5.6,sun
2015-08-23,0,19.2,14.6,2,sun
2015-08-24,0,21.6,16.8,6.6,fog
2015-08-25,0,19.8,11.8,2.7,sun
2015-08-26,21.4,19.1,15.1,8.2,rain
2015-08-27,0,23.2,16.1,4,fog
2015-08-28,0,19.5,12.8,6.9,fog
2015-08-29,0,20.2,13,4.7,fog
2015-08-30,0,17.2,12.6,3.2,sun
2015-08-31,0,18.3,12.2,0.8,sun
2015-09-01,0,18.2,11.7,1.3,sun
2015-09-02,0.7,21.1,16.6,1.5,drizzle
2015-09-03,18.1,18.4,14,7.8,rain
2015-09-04,18.5,19.5,12.5,1.7,rain
2015-09-05,0,17.6,10.6,1.2,sun
2015-09-06,1.2,19.5,11.3,3.6,drizzle
2015-09-07,0,17.7,11.9,2.8,sun
2015-09-08,8.3,16.8,8.4,2.2,rain
2015-09-09,0,18.4,14.6,1.1,fog
2015-09-10,5.9,21.1,16.7,8.2,rain
2015-09-11,0,17.4,11,4.2,sun
2015-09-12,11.4,21.1,14.8,5.6,rain
2015-09-13,0,15.5,9.7,4,sun
2015-09-14,0,16.1,12.2,8.2,sun
2015-09-15,19.8,20.8,17,1,rain
2015-09-16,9.3,16.7,9.9,2.1,rain
2015-09-17,0.6,20.1,11.7,4.8,drizzle
2015-09-18,0,17.6,11.1,5.4,fog
2015-09-19,11,17.5,14,5.5,rain
2015-09-20,0,14.8,11.2,2.2,fog
2015-09-21,0,14.7,6.6,8.4,fog
2015-09-22,18.9,18.7,10.9,5.5,rain
2015-09-23,13.6,15.4,7.9,8,rain
2015-09-24,18.2,18.4,13.8,5.2,rain
2015-09-25,0,18.7,14.8,7.5,sun
2015-09-26,16.7,17.5,11.1,5.3,rain
2015-09-27,6.4,15.7,9.8,7.4,rain
2015-09-28,15.4,17.4,11.2,4.3,rain
2015-09-29,10.7,15.7,11.4,0.7,rain
2015-09-30,12.3,13.3,5.4,2.6,rain
2015-10-01,14.2,12.9,7.2,2,rain
2015-10-02,4.3,14.5,7.2,2.3,rain
2015-10-03,14.1,14.2,10.4,3.4,rain
2015-10-04,1.3,16.2,10.2,2.5,drizzle
2015-10-05,11.4,15.6,10.1,2.9,rain
2015-10-06,0,17.2,12.3,4.1,fog
2015-10-07,1.8,12.1,7,7.3,drizzle
2015-10-08,0,12.7,7.7,5.5,sun
2015-10-09,0,16.2,11.2,7.2,sun
2015-10-10,0,15.7,10.6,7.5,sun
2015-10-11,12.2,14,10.4,6.7,rain
2015-10-12,3.7,12.2,5.6,5.8,rain
2015-10-13,0,11.6,3.3,4.8,sun
2015-10-14,17.1,14.5,11,1,rain
2015-10-15,18,15,6.9,3.6,rain
2015-10-16,20.8,15.1,7.7,3.2,rain
2015-10-17,5.2,10.6,6.8,0.6,rain
2015-10-18,18.3,11.8,4.6,1.1,rain
2015-10-19,21.4,10.3,4.1,7.3,rain
2015-10-20,0.5,14.9,6.5,4.4,drizzle
2015-10-21,0,13.5,6,1,fog
2015-10-22,18.4,9.8,5.6,8,rain
2015-10-23,0,13,7.5,2,fog
2015-10-24,14.6,15.1,11.2,7.8,rain
2015-10-25,17.2,11.8,3.8,7.6,rain
2015-10-26,0,14,8.6,2.6,fog
2015-10-27,2.5,13.7,6,7.9,rain
2015-10-28,3.3,14.1,9.6,4.6,rain
2015-10-29,0.1,13,8.6,2.1,drizzle
2015-10-30,0,11.2,3.6,4.2,sun
2015-10-31,10.2,8.5,4.3,1.9,rain
2015-11-01,13.2,14.1,9.3,4.1,rain
2015-11-02,7.4,9.4,1.6,1.6,rain
2015-11-03,6.1,13.2,9.3,3.4,rain
2015-11-04,12.7,8,1.9,5.7,rain
2015-11-05,0.5,10,3.5,8.4,drizzle
2015-11-06,3.6,8.7,4.4,5.1,rain
2015-11-07,0,8.5,4.4,2.4,fog
2015-11-08,0,8.6,2.1,6.5,sun
2015-11-09,4.3,11.7,6.1,1.9,rain
2015-11-10,19.6,9.7,2.4,8.5,rain
2015-11-11,21.7,8.3,4.7,4.8,rain
2015-11-12,0,7.9,3.1,6.3,fog
2015-11-13,9.6,10.7,2.6,7.9,rain
2015-11-14,18.2,10,4.3,2.6,rain
2015-11-15,7.1,8.9,4.4,6.6,rain
2015-11-16,9.2,8.5,4.9,5.9,rain
2015-11-17,7.3,7.1,-1,7.2,rain
2015-11-18,0.5,9.6,5.9,7.2,drizzle
2015-11-19,5,10.4,3.2,3.2,rain
2015-11-20,16.2,8.6,3.9,5.8,rain
2015-11-21,0.2,11.3,4.2,0.9,drizzle
2015-11-22,5.7,8.6,4.4,3.2,rain
2015-11-23,0,8.1,1.6,4.3,fog
2015-11-24,10.9,6.6,3.1,3,rain
2015-11-25,0,6.7,1.6,7.2,fog
2015-11-26,13.1,10.6,5.3,3.5,rain
2015-11-27,0,8.1,3.6,1.9,sun
2015-11-28,0,8.4,3.1,6.3,sun
2015-11-29,14.3,7.8,3,5.9,rain
2015-11-30,0.9,7,2.3,1.7,drizzle
2015-12-01,19.7,6.1,-0.2,1.6,rain
2015-12-02,0,7.3,3.5,5.5,fog
2015-12-03,9.3,10.9,3.6,2.5,rain
2015-12-04,0,5.5,1.5,3.2,sun
2015-12-05,10.7,6.4,-1.5,0.6,rain
2015-12-06,12.2,7.1,1.3,6.9,rain
2015-12-07,4.8,9.5,1.7,3,rain
2015-12-08,16.7,8.9,4.9,0.6,rain
2015-12-09,4.6,6.3,0.6,3.8,rain
2015-12-10,11.4,6.3,-1,4.6,rain
2015-12-11,18,7.7,-0.2,5.2,rain
2015-12-12,21.5,4.6,-1.5,7.1,snow
2015-12-13,1.7,7.3,-1.2,4.3,drizzle
2015-12-14,12.9,5.3,1.5,3.8,rain
2015-12-15,2.4,8.8,5.1,1.3,drizzle
2015-12-16,11.1,6.3,1.1,5.2,rain
2015-12-17,4.6,4.7,0.1,7.9,snow
2015-12-18,21.1,6.3,-1,8.5,rain
2015-12-19,9.4,5.3,-0.7,4.2,rain
2015-12-20,16.3,5.8,-2.5,1.3,rain
2015-12-21,6,10.1,2.9,1.9,rain
2015-12-22,0.2,9.5,5.1,6.8,drizzle
2015-12-23,0,9.4,1,1.9,fog
2015-12-24,2.9,7,2.8,6.3,rain
2015-12-25,6.1,4.7,-3.5,4.3,snow
2015-12-26,6.8,9.2,2,5.6,rain
2015-12-27,4.7,5.1,-1.3,8.3,rain
2015-12-28,20.7,9,3,1.1,rain
2015-12-29,4.7,8.5,2.5,4.4,rain
2015-12-30,7.4,8.1,0.7,8.4,rain
2015-12-31,13.8,6,-0.9,5.6,rain
